"taxon","(Intercept).x","qval","treat","(Intercept).y","lfc","Kingdom","Phylum","Class","Order","Family","genus","label","direction"
"ASV26",1.6307805848742e-84,6.23344281166122e-117,"All",2.74807435890098,-3.23923196828903,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum","Untreated"
"ASV10",7.76772018464662e-15,3.39921828069098e-08,"All",1.16889373088613,2.90225935894577,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides","All"
"ASV1",1,9.89602275249128e-15,"All",0.403891405198429,3.46443006841216,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia","All"
"ASV179",0.000152193404128759,5.09006965404031e-05,"All",1.36771717074347,1.83362511266382,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella","Parasutterella","All"
"ASV62",0.104758877234107,0.000445483547719651,"All",0.864408423797238,-1.35556603318528,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcaceae_unknown","Peptococcaceae unknown","Untreated"
"ASV191",6.83401961604846e-38,1,"All",3.05408493553689,0.166345191947955,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",NA,"No change"
"ASV209",1,1,"All",-0.437643244307392,-0.0535143650806542,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"No change"
"ASV182",4.54936161505604e-99,5.18805711047527e-130,"All",3.3306370932446,-3.82179470263265,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Turicibacter","Untreated"
"ASV180",5.89442193071279e-26,0.269903617390794,"All",-0.759530826794212,0.488095675139788,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unknown",NA,"No change"
"ASV214",4.48381759527075e-38,3.49449262838325e-12,"All",2.79814360660959,1.86401636171329,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Faecalibaculum","Faecalibaculum","All"
"ASV217",5.89442193071279e-26,0,"All",-0.759530826794212,5.75005984565678,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Dubosiella","Dubosiella","All"
"ASV177",1.2156131970369e-184,2.82127562356837e-282,"All",2.01135387949836,-2.50251148888641,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium","Untreated"
"ASV169",1.94766531887041e-09,1.1066645769554e-16,"All",1.44749871225587,-1.93865632164392,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_unknown","Atopobiaceae unknown","Untreated"
"ASV57",1,1,"All",-0.262549496836612,-0.228608112551434,"Bacteria","Firmicutes","Clostridia","Clostridia.vadinBB60.group","Clostridia.vadinBB60.group_unknown","Clostridia.vadinBB60.group_unknown",NA,"No change"
"ASV211",4.51178835560459e-09,1,"All",-0.620901390682223,0.129743781294177,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Candidatus.Arthromitus",NA,"No change"
"ASV63",0.123872148650197,1,"All",-0.53980836906059,0.048650759672544,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_unknown",NA,"No change"
"ASV141",1,0.722129114557989,"All",0.506056529951627,-0.997214139339673,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,"No change"
"ASV163",3.63888350653368e-15,5.52706953909728e-28,"All",1.33783314662356,-1.82899075601161,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia","Untreated"
"ASV100",3.86657078330463e-37,4.21504957331113e-46,"All",4.24774902221808,-4.73890663160613,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4A136.group","Untreated"
"ASV127",3.08192813655094e-110,1.16859019482734e-92,"All",4.47172836795729,-4.82425654123335,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unknown","Lachnospiraceae unknown","Untreated"
