ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
novA	3002522	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces niveus	2.00	2.00	4.00	8.66	160.00	11.00	0	0	0	0	N/A	N/A		1848	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
mel	3000616	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	6.00	0.00	6.00	42.36	516.00	37.33	0	0	0	0	N/A	N/A		1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
ceoB	3003010	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	3.00	3.00	6.00	1.33	41.00	11.00	0	0	0	0	N/A	N/A		3084	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic efflux
tet(44)	3000556	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter fetus	10.00	2.00	12.00	49.77	957.00	20.00	0	0	0	0	N/A	N/A		1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(Q)	3000191	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	2275.00	129.00	2404.00	100.00	1974.00	38.45	0	0	0	0	N/A	N/A		1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(32)	3000196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	66.00	2.00	68.00	89.90	1726.00	23.38	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
oleB	3003036	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces antibioticus	22.00	22.00	44.00	2.28	39.00	9.18	0	0	0	0	N/A	N/A		1710	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
smeR	3003066	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	13.00	13.00	26.00	11.88	82.00	11.00	0	0	0	0	N/A	N/A		690	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
MexD	3000801	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	23.00	21.00	44.00	3.38	106.00	11.50	0	0	0	0	N/A	N/A		3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
vanT gene in vanG cluster	3002972	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	2.00	2.00	4.00	2.20	47.00	11.00	0	0	0	0	N/A	N/A		2139	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
vanR gene in vanG cluster	3002926	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	10.00	4.00	14.00	29.52	209.00	14.29	0	0	0	0	N/A	N/A		708	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
mexY	3003033	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	1.50	47.00	22.00	0	0	0	0	N/A	N/A		3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
cepA	3003559	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	9.00	1.00	10.00	56.37	509.00	1.40	0	0	0	0	N/A	N/A		903	CepA beta-lactamase	cephalosporin	antibiotic inactivation
tet(M)	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	1.00	1.00	2.00	7.24	139.00	11.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	5.00	3.00	8.00	1.37	44.00	13.75	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
tlrC	3002827	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	14.00	8.00	22.00	7.77	128.00	14.00	0	0	0	0	N/A	N/A		1647	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic; lincosamide antibiotic	antibiotic target protection
tet(O)	3000190	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter jejuni	121.00	2.00	123.00	100.00	1920.00	12.31	0	0	0	0	N/A	N/A	tet(O/W/O) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
MexW	3003031	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	1.00	2.00	1.54	47.00	11.00	0	0	0	0	N/A	N/A		3057	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vanR gene in vanI cluster	3003728	protein homolog model	CARD	1	100.0	no data	no data	Desulfitobacterium hafniense	28.00	18.00	46.00	37.48	262.00	13.39	0	0	0	0	N/A	N/A		699	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
oqxB	3003923	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	2.00	6.00	6.37	201.00	14.67	0	0	0	0	N/A	N/A		3153	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic	antibiotic efflux
Mef(En2)	3004659	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	41.00	5.00	46.00	100.00	1206.00	37.61	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; lincosamide antibiotic	antibiotic efflux
LlmA 23S ribosomal RNA methyltransferase	3003982	protein homolog model	CARD	1	100.0	no data	no data	Paenibacillus sp.	9.00	7.00	16.00	6.25	54.00	12.38	0	0	0	0	N/A	N/A		864	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	7.00	7.00	14.00	14.16	96.00	11.00	0	0	0	0	N/A	N/A		678	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic	antibiotic efflux
MexF	3000804	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	189.00	137.00	326.00	4.99	159.00	5.11	0	0	0	0	N/A	N/A		3189	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
MuxC	3004075	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	3.00	8.00	3.79	118.00	13.75	0	0	0	0	N/A	N/A		3111	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
AxyY	3004144	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter insuavis	173.00	133.00	306.00	4.91	154.00	11.30	0	0	0	0	N/A	N/A		3138	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux
rpoB2	3000501	protein homolog model	CARD	1	100.0	no data	no data	Nocardia farcinica	226.00	108.00	334.00	36.26	1265.00	14.78	0	0	0	0	N/A	N/A	Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin (1)	3489	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
tet(W/N/W)	3004442	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	23.00	2.00	25.00	54.17	1040.00	11.84	0	0	0	0	N/A	N/A	tet(W/32/O) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
poxtA	3004470	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	1.00	2.00	2.39	39.00	11.00	0	0	0	0	N/A	N/A		1629	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection
CepA-29	3006224	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	1.00	1.00	2.00	13.51	122.00	0.00	0	0	0	0	N/A	N/A		903	CepA beta-lactamase	cephalosporin	antibiotic inactivation
CepA-44	3006225	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	1.00	1.00	2.00	8.19	74.00	0.00	0	0	0	0	N/A	N/A		903	CepA beta-lactamase	cephalosporin	antibiotic inactivation
CepA-49	3006226	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides	11.00	3.00	14.00	18.27	165.00	1.57	0	0	0	0	N/A	N/A		903	CepA beta-lactamase	cephalosporin	antibiotic inactivation
vanR gene in vanE cluster	3002924	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	1.00	1.00	2.00	6.38	44.00	11.00	0	0	0	0	N/A	N/A		690	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
Bifidobacterium bifidum ileS conferring resistance to mupirocin	3003730	protein homolog model	CARD	1	100.0	no data	no data	Bifidobacterium bifidum	2.00	0.00	2.00	7.04	234.00	24.00	0	0	0	0	N/A	N/A		3324	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin-like antibiotic	antibiotic target alteration
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	CARD	1	100.0	no data	no data	Bifidobacterium adolescentis	684.00	330.00	1014.00	46.56	1658.00	15.62	0	0	0	0	N/A	N/A	rpoB2 (1)	3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
vanY gene in vanG cluster	3002959	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	4.00	4.00	8.00	21.90	184.00	11.00	0	0	0	0	N/A	N/A		840	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanS gene in vanG cluster	3002937	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	9.00	1.00	10.00	42.28	468.00	23.80	0	0	0	0	N/A	N/A		1107	vanS; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
nimA	3007104	protein homolog model	CARD	1	100.0	no data	no data	Phocaeicola vulgatus	2.00	2.00	4.00	9.79	52.00	11.00	0	0	0	0	N/A	N/A		531	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation
tet(O/32/O)	3007119	protein homolog model	CARD	1	100.0	no data	no data	Clostridiaceae bacterium	73.00	3.00	76.00	79.69	1530.00	5.08	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(O/M/O)	3007120	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	64.00	5.00	69.00	75.68	1453.00	1.32	0	0	0	0	N/A	N/A	tet(O/W/32/O) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(O/W)	3007121	protein homolog model	CARD	1	100.0	no data	no data	Megasphaera elsdenii	6.00	2.00	8.00	24.17	464.00	3.12	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(O/W/32/O)	3007122	protein homolog model	CARD	1	100.0	no data	no data	Lactobacillus johnsonii	9.00	2.00	11.00	37.71	724.00	2.18	0	0	0	0	N/A	N/A	tet(O/M/O) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(O/W/O)	3007123	protein homolog model	CARD	1	100.0	no data	no data	Megasphaera elsdenii	12.00	3.00	15.00	21.77	418.00	0.47	0	0	0	0	N/A	N/A	tet(O) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(W/32/O)	3007124	protein homolog model	CARD	1	100.0	no data	no data	Trueperella pyogenes	32.00	1.00	33.00	74.11	1423.00	19.24	0	0	0	0	N/A	N/A	tet(W/N/W) (1)	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
Streptomyces rimosus otr(A)	3002891	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces rimosus	4.00	2.00	6.00	3.97	79.00	14.67	0	0	0	0	N/A	N/A		1992	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanR gene in vanD cluster	3002923	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	1.00	1.00	2.00	16.17	113.00	11.00	0	0	0	0	N/A	N/A		699	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	8.00	0.00	8.00	50.40	502.00	10.50	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
smeE	3003056	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	2.00	2.00	4.00	2.31	72.00	11.00	0	0	0	0	N/A	N/A		3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
ugd	3003577	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	2.00	4.00	6.08	71.00	11.00	0	0	0	0	N/A	N/A		1167	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
CfxA	3003001	protein homolog model	CARD	1	100.0	no data	no data	Phocaeicola vulgatus	2.00	0.00	2.00	29.61	286.00	0.00	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	18.00	0.00	18.00	55.89	1073.00	10.22	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanD	3000005	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	4.00	0.00	4.00	32.27	333.00	22.00	0	0	0	0	N/A	N/A		1032	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
